4168;Black Pearl Bracelet;Schwarzperlen-Armreif;Bracelet de perles noires;ブラックパールブレスレット
4170;Tortoiseshell Armillae;Schildpatt-Armillae;Armilles tortue;トータスアルミラ
4172;Militia Bracelets;Miliz-Armreife;Armilles de milicien;ミリシアブレスレット
4173;Militia Wristlets;Miliz-Armbänder;Gourmettes de milicien;ミリシアリストレット
4174;Imperial Operative Wristlets;Agenten-Armbänder;Gourmettes d'agent impérial;オペレーティブリストレット
4181;Gryphonskin Wristbands;Gryphenleder-Armbänder;Poignets en cuir d'hippogriffe;ヒッポグリフリストバンド
4182;Astral Bracelet;Astral-Armreif;Bracelet astral;アストラルブレスレット
4183;Rose Gold Bracelets;Rosengold-Armreife;Gourmettes en or rose;ローズゴールドリストレット
4197;Copper Earrings;Kupferohrringe;Boucles d'oreilles en cuivre;カッパーイヤリング
4198;Copper Ear Cuffs;Kupferkreolen;Bagues d'oreilles en cuivre;カッパーイヤーカフス
4204;Fang Earrings;Fangzahn-Ohrringe;Boucles d'oreilles en croc;ファングイヤリング
4205;Brass Earrings;Messingohrringe;Boucles d'oreilles en laiton;ブラスイヤリング
4206;Plundered Ear Cuffs;Geplünderte Kreolen;Bagues d'oreilles pillées;プランダードイヤーカフス
4207;Plundered Earrings;Geplünderte Ohrringe;Boucles d'oreilles pillées;プランダードイヤリング
4209;Brass Ear Cuffs;Messingkreolen;Bagues d'oreilles en laiton;ブラスイヤーカフス
4211;Horn Earrings;Horn-Ohrringe;Boucles d'oreilles en corne;ホーンイヤリング
4213;Silver Earrings;Silberohrringe;Boucles d'oreilles en argent;シルバーイヤリング
4214;Sunstone Earrings;Sonnenstein-Ohrringe;Boucles d'oreilles de pierres de soleil;サンイヤリング
4326;Sphene Choker;Titanit-Halsberge;Ras de cou en sphène;スフェーンチョーカー
4328;Fluorite Choker;Fluorit-Halsberge;Ras de cou en fluorine;フローライトチョーカー
4330;Lapis Lazuli Choker;Lapislazuli-Halsberge;Ras de cou en lapis-lazuli;ラピスラズリチョーカー
4332;Silver Choker;Silber-Halsberge;Ras de cou en argent;シルバーチョーカー
4333;Boarskin Choker;Keilerleder-Halsberge;Ras de cou en cuir de sanglier;ボアチョーカー
4335;Mythril Gorget;Mithril-Kehlstück;Gorgerin en mithril;ミスリルゴルゲット
4337;Wolf Necklace;Wolfs-Halsband;Collier en croc de loup;ウルフファングネックレス
4339;Garnet Choker;Granat-Halsberge;Ras de cou en grenat;ガーネットチョーカー
4341;Goshenite Choker;Goshenit-Halsberge;Ras de cou en goshénite;ゴシェナイトチョーカー
4343;Peridot Choker;Peridot-Halsberge;Ras de cou en péridot;ペリドットチョーカー
4345;Heliodor Choker;Goldberyll-Halsberge;Ras de cou en héliodore;ヘリオドールチョーカー
4347;Amethyst Choker;Amethyst-Halsberge;Ras de cou en améthyste;アメジストチョーカー
4349;Aquamarine Choker;Aquamarin-Halsberge;Ras de cou en aigue-marine;アクアマリンチョーカー
4351;Pearl Choker;Weißperlen-Halsberge;Ras de cou en perle;ホワイトパールチョーカー
4353;Mythril Choker;Mithril-Halsberge;Ras de cou en mithril;ミスリルチョーカー
4357;Explorer's Choker;Entdecker-Halsberge;Ras de cou d'explorateur;エクスプローラーチョーカー
4446;Malachite Ring;Malachit-Ring;Bague en malachite;マラカイトリング
4448;Sphene Ring;Titanit-Ring;Bague en sphène;スフェーンリング
4450;Fluorite Ring;Fluorit-Ring;Bague en fluorine;フローライトリング
4452;Lapis Lazuli Ring;Lapislazuli-Ring;Bague en lapis-lazuli;ラピスラズリリング
4454;Horn Ring;Horn-Ring;Bague en corne;ホーンリング
4456;Toadskin Ring;Krötenleder-Ring;Bague en cuir de crapaud;トードリング
4465;Mythril Ring;Mithril-Ring;Bague en mithril;ミスリルリング
4467;Mythril Ring of Crafting;Mithril-Ring des Handwerks;Bague des créations en mithril;ミスリルクラフターリング
4468;Garnet Ring;Granat-Ring;Bague en grenat;ガーネットリング
4470;Goshenite Ring;Goshenit-Ring;Bague en goshénite;ゴシェナイトリング
4472;Peridot Ring;Peridot-Ring;Bague en péridot;ペリドットリング
4474;Heliodor Ring;Goldberyll-Ring;Bague en héliodore;ヘリオドールリング
4476;Amethyst Ring;Amethyst-Ring;Bague en améthyste;アメジストリング
4478;Aquamarine Ring;Aquamarin-Ring;Bague en aigue-marine;アクアマリンリング
4480;Pearl Ring;Weißperlen-Ring;Bague en perle;ホワイトパールリング
4482;Boarskin Ring;Keilerleder-Ring;Bague en cuir de sanglier;ボアリング
4483;Explorer's Ring;Entdecker-Ring;Bague d'explorateur;エクスプローラーリング
4484;Mage's Ring;Magier-Ring;Bague de magisme;メイジリング
4485;Red Coral Ring;Roter Korallenring;Bague en corail rouge;レッドコーラルリング
4497;Electrum Ring;Elektrum-Ring;Bague en électrum;エレクトラムリング
4498;Stonewall Ring;Steinwall-Ring;Bague de garde-fou;ストーンウォールリング
4499;Blessed Ring;Segensspruch-Ring;Bague de bénédiction;ブレスドリング
4501;Electrum Ring of Crafting;Ätherischer Elektrum-Ring des Handwerks;Bague des créations en électrum;エレクトラムクラフターリング
4502;Rubellite Ring;Rubellit-Ring;Bague en rubellite;ルベライトリング
4504;Zircon Ring;Zirkon-Ring;Bague en zircon;ジルコンリング
4506;Tourmaline Ring;Turmalin-Ring;Bague en tourmaline;トルマリンリング
4508;Amber Ring;Bernstein-Ring;Bague en ambre;アンバーリング
4510;Spinel Ring;Spinell-Ring;Bague en spinelle;スピネルリング
4512;Turquoise Ring;Türkis-Ring;Bague en turquoise;ターコイズリング
4514;Black Pearl Ring;Schwarzperlen-Ring;Bague en perle noire;ブラックパールリング
4516;Raptorskin Ring;Raptorleder-Ring;Bague en cuir de raptor;ラプトルリング
4526;Gryphonskin Ring;Gryphenleder-Ring;Bague en cuir d'hippogriffe;ヒッポグリフリング
2202;Erudite's Picatrix of Casting;Gelehrten-Grimoire der Magie;Picatrix d'incantateur de lettré;エルダイトキャスターピカトリクス
2211;Deus Ex Verbis;Deus Ex Verbis;Deus ex verbis;デウス・エクス・バービス
2212;Deus Ex Gratia;Deus Ex Gratia;Deus ex gratia;デウス・エクス・グラティア
2219;Square Maple Shield;Ahorn-Plankenschild;Bouclier carré;エキュ
2220;Company Escutcheon;Gesellschafts-Wappenschild;Escuchon de compagnie libre;カンパニーエスカッシャン
2224;Worm-eaten Square Shield;Wurmzerfressener Plankenschild;Bouclier carré vermoulu;オールドエキュ
2225;Tarnished Hoplon;Angelaufener Aspis;Hoplon rouillé;オールドホプロン
2226;Bronze Hoplon;Bronze-Aspis;Hoplon;ホプロン
2227;Notched Buckler;Alter Faustschild;Rondache vermoulue;オールドバックラー
2228;Round Shield;Rundschild;Bouclier rond;ラウンドシールド
2229;Leather Targe;Ledertartsche;Targe;タージェ
2230;Bronze Scutum;Bronzeturmschild;Scutum;スクトゥム
2231;Bronze Buckler;Bronzefaustschild;Rondache;バックラー
2232;Rusting Scutum;Rostiger Turmschild;Scutum rouillé;オールドスクトゥム
2233;Square Ash Shield;Eschen-Plankenschild;Bouclier carré en frêne;アッシュエキュ
2234;Warded Round Shield;Verstärkter Rundschild;Bouclier runique;ワーデッドシールド
2235;Nightprowler's Targe;Nachtwandler-Ledertartsche;Targe de ribleur;ナイトプラウラータージェ
2236;Iron Hoplon;Eisen-Aspis;Hoplon en fer;アイアンホプロン
2237;Rotting Round Shield;Verrotteter Rundschild;Bouclier rond vermoulu;オールドラウンドシールド
2238;Vintage Square Shield;Restaurierter Plankenschild;Bouclier carré de collection;ヴィンテージエキュ
2239;Ironclad Bronze Buckler;Verstärkter Bronzefaustschild;Rondache revêtue de fer;アイアンクラッドバックラー
2241;Iron Lantern Shield;Laternenschild;Bouclier lanterne;ランタンシールド
2242;Iron Scutum;Eisenturmschild;Scutum en fer;アイアンスクトゥム
2244;Vintage Hoplon;Restaurierter Aspis;Hoplon de collection;ヴィンテージホプロン
2246;Viper-crested Round Shield;Viper-Rundschild;Bouclier rond aux vipères croisées;バイパーシールド
2248;Iron Kite Shield;Eisen-Drachenschild;Écu mandorle en fer;アイアンカイトシールド
2250;Goatskin Targe;Steinbockleder-Tartsche;Targe en cuir de bouquetin;アルドゴートタージェ
2257;Bull Hoplon;Bullen-Aspis;Hoplon taureau;ブルホプロン
2259;Scarred Kite Shield;Ausgedienter Drachenschild;Écu mandorle vermoulu;オールドカイトシールド
2260;Decorated Buckler;Prunkfaustschild;Rondache ornée;デコレーテッドバックラー
2262;Decorated Iron Scutum;Prunk-Eisenturmschild;Scutum en fer orné;アイアンスクトゥムDX
2264;Vintage Buckler;Restaurierter Faustschild;Rondache de collection;ヴィンテージバックラー
7128;Round Garden Patch;Rundes Gartenbeet;Potager rond;ラウンドガーデンパッチ
7129;Oblong Garden Patch;Eckiges Gartenbeet;Potager rectangulaire;スクエアガーデンパッチ
7130;Deluxe Garden Patch;Luxus-Gartenbeet;Potager de luxe;デラックスガーデンパッチ
7131;Country Interior Wall;Landhaus-Innenwand;Revêtement mural rustique;カントリーインナーウォール
7132;Stone Interior Wall;Stein-Innenwand;Revêtement mural en pierre;ストーンインナーウォール
7133;Storm Interior Wall;Mahlstrom-Innenwand;Revêtement mural limséen;ロミンサン・インナーウォール
7134;Serpent Interior Wall;Bruderschafts-Innenwand;Revêtement mural gridanien;グリダニアン・インナーウォール
7135;Flame Interior Wall;Legions-Innenwand;Revêtement mural uldien;ウルダハン・インナーウォール
7136;Tiled Interior Wall;Azurblaue Fliesenwand;Revêtement mural carrelé;タイルインナーウォール
7137;Metal Interior Wall;Metall-Wandverkleidung;Revêtement mural métallique;メタルインナーウォール
7138;Arbor Interior Wall;Blätterranken-Wandvertäfelung;Revêtement mural sylvestre;フォレストインナーウォール
7139;Chocobo Interior Wall;Chocobo-Tapete;Revêtement mural chocobo;チョコボインナーウォール
7140;Moogle Interior Wall;Mogry-Tapete;Revêtement mural mog;モーグリインナーウォール
7141;Country Flooring;Landhaus-Marmorboden;Parquet rustique;カントリーフローリング
7142;Stone Flooring;Steinboden;Parquet en pierre;ストーンフローリング
7143;Storm Flooring;Mahlstrom-Holzboden;Parquet des tempêtes;ロミンサン・フローリング
7144;Serpent Flooring;Bruderschafts-Holzboden;Parquet gridanien;グリダニアン・フローリング
7145;Flame Flooring;Legions-Holzboden;Parquet uldien;ウルダハン・フローリング
7146;Tiled Flooring;Azurblauer Fliesenboden;Parquet teinté;タイルフローリング
7147;Metal Flooring;Metallboden;Parquet métallique;メタルフローリング
7148;Arbor Flooring;Moosweicher Waldboden;Parquet sylvestre;フォレストフローリング
7149;Chocobo Flooring;Chocobo-Boden;Parquet chocobo;チョコボフローリング
7150;Moogle Flooring;Mogry-Boden;Parquet mog;モーグリフローリング
7151;Tonberry Chandelier;Tomberry-Kronleuchter;Lustre tomberry;トンベリシャンデリア
7152;Sultana Portrait;Portrait von Nanamo Ul Namo;Portrait de la Sultane;女王の肖像画
7153;Material Supplier Permit;Materiallieferanten-Vertrag;Licence de recrutement: vendeur de matériaux;雇用証書:素材屋
7154;Junkmonger Permit;Trödler-Vertrag;Licence de recrutement: quincaillier;雇用証書:よろず屋
7156;Mender Permit;Reparateur-Vertrag;Licence de recrutement: réparateur;雇用証書:修理屋
7157;White Raven Armor Fragment;Rüstungsfragment von Silberschwinge;Fragment d'armure du rapace argenté;白銀の甲冑片
7158;Stone Vigil Lumber;Holzscheit der Steinernen Wacht;Madrier anti-dragon;対竜要塞の木材
7159;Leviathan's Barb;Bartel Leviathans;Barbillon de Léviathan;リヴァイアサンの棘
7160;Barb of the Whorl;Beseelte Bartel Leviathans;Barbillon du Déchaîneur des marées;水神リヴァイアサンの棘
7161;Kingly Whisker;Königliches Barthaar;Moustache royale;極王モグル・モグのヒゲ
7480;Heavy Wolfram Helm;Schwerer Wolfram-Helm;Casque lourd en tungstène;ヘヴィウォルフラムヘルム
7481;Heavy Wolfram Cuirass;Schwerer Wolfram-Kürass;Cuirasse lourde en tungstène;ヘヴィウォルフラムキュイラス
7482;Heavy Wolfram Gauntlets;Schwere Wolfram-Panzerhandschuhe;Gantelets lourds en tungstène;ヘヴィウォルフラムガントレット
7483;Heavy Wolfram Cuisses;Schwere Wolfram-Schenkelschützer;Cuissots lourds en tungstène;ヘヴィウォルフラムクウィス
7484;Heavy Wolfram Sabatons;Schwere Wolfram-Bärlatschen;Sabatons lourds en tungstène;ヘヴィウォルフラムサバトン
7486;Wolfram Mask;Wolfram-Maske;Masque en tungstène;ウォルフラムマスク
7487;Wolfram Cuirass;Wolfram-Kürass;Cuirasse en tungstène;ウォルフラムキュイラス
7488;Wolfram Gauntlets;Wolfram-Panzerhandschuhe;Gantelets en tungstène;ウォルフラムガントレット
7489;Saurian Trousers;Echsen-Hose;Pantalon en cuir de saurien;ソーリアントラウザー
7490;Wolfram Sabatons;Wolfram-Bärlatschen;Sabatons en tungstène;ウォルフラムサバトン
7492;Saurian Bandana of Striking;Echsen-Bandana des Schlagens;Bandana d'agresseur en cuir de saurien;ソーリアンストライカーバンダナ
7493;Saurian Shirt of Striking;Echsen-Hemd des Schlagens;Chemise d'agresseur en cuir de saurien;ソーリアンストライカーシャツ
7494;Saurian Gloves of Striking;Echsen-Handschuhe des Schlagens;Gants d'agresseur en cuir de saurien;ソーリアンストライカーグローブ
7495;Cashmere Skirt of Striking;Kaschmir-Rock des Schlagens;Jupe d'agresseur en cachemire;カシミヤストライカースカート
7496;Saurian Boots of Striking;Echsen-Stiefel des Schlagens;Bottes d'agresseur en cuir de saurien;ソーリアンストライカーブーツ
7498;Cashmere Hat of Aiming;Kaschmir-Hut des Zielens;Chapeau de pisteur en cachemire;カシミヤレンジャーハット
7499;Saurian Tabard of Aiming;Echsen-Wappenrock des Zielens;Tabard de pisteur en cuir de saurien;ソーリアンレンジャータバード
7500;Saurian Gloves of Aiming;Echsen-Handschuhe des Zielens;Gants de pisteur en cuir de saurien;ソーリアンレンジャーグローブ
7501;Cashmere Skirt of Aiming;Kaschmir-Rock des Zielens;Jupe de pisteur en cachemire;カシミヤレンジャースカート
7502;Saurian Boots of Aiming;Echsen-Stiefel des Zielens;Bottes de pisteur en cuir de saurien;ソーリアンレンジャーブーツ
7504;Gold Spectacles;Goldbrille;Lunettes en or;ゴールドスペクタクルズ
7505;Cashmere Robe of Healing;Kaschmir-Robe der Heilung;Robe de soigneur en cachemire;カシミヤヒーラーローブ
7506;Saurian Gloves of Healing;Echsen-Handschuhe der Heilung;Gants de soigneur en cuir de saurien;ソーリアンヒーラーグローブ
7507;Cashmere Skirt of Healing;Kaschmir-Rock der Heilung;Jupe de soigneur en cachemire;カシミヤヒーラースカート
7508;Saurian Boots of Healing;Echsen-Stiefel der Heilung;Bottes de soigneur en cuir de saurien;ソーリアンヒーラーブーツ
7510;Cashmere Hat of Casting;Kaschmir-Hut der Magie;Chapeau d'incantateur en cachemire;カシミヤキャスターハット
7511;Cashmere Robe of Casting;Kaschmir-Robe der Magie;Robe d'incantateur en cachemire;カシミヤキャスターローブ
7512;Saurian Gloves of Casting;Echsen-Handschuhe der Magie;Gants d'incantateur en cuir de saurien;ソーリアンキャスターグローブ
7513;Cashmere Breeches of Casting;Kaschmir-Reiterhose der Magie;Braies d'incantateur en cachemire;カシミヤキャスターブリーチ
7514;Saurian Crakows of Casting;Echsen-Poulaines der Magie;Souliers à poulaine d'incantateur en cuir de saurien;ソーリアンキャスタークラコー
7534;Coronal Straw Hat;Koronal-Strohhut;Chapeau de paille coronaire;コロナルストローハット
7535;Sailor Shirt;Seemanns-Hemd;Vareuse de marin;セーラーシャツ
7536;Coronal Wristband;Koronal-Armbänder;Poignets coronaires;コロナルリストバンド
7537;Sailor Brais;Seemanns-Braies;Brailles de marin;セーラーブレー
7538;Sailor Deck Shoes;Seemanns-Bootsschuhe;Chaussures bateau de marin;セーラーデッキシューズ
7539;Spring Straw Hat;Frühlings-Strohhut;Chapeau de paille printanier;スプリングストローハット
7540;Spring Dress;Frühlings-Kleid;Robe printanière;スプリングドレス
7541;Spring Skirt;Frühlings-Rock;Jupe printanière;スプリングスカート
7542;Spring Dress Shoes;Frühlings-Gamaschenschuhe;Chaussures d'apparat printanières;スプリングドレスシューズ
7543;Cloche;Eleganter Strohhut;Chapeau cloche;クローシュ
7544;Spriggan Cap;Spriggan-Kappe;Chapeau de spriggan;スプリガンキャップ
7546;Light Steel Galerus;Leichtstahl-Galerus;Épaulière en acier léger;ライトスチールガレルース
7547;Light Steel Subligar;Leichtstahl-Lendenschurz;Subligar en acier léger;ライトスチールサブリガ
7548;Taffeta Shawl;Taft-Stola;Pelisse en taffetas;タフタショール
7549;Taffeta Loincloth;Taft-Schurz;Pagne en taffetas;タフタロインクロス
7550;Egg Harness;Saliah-Rossstirn;Chanfrein ovoïde;エッガー・バード
7552;Tidal Barding;Wogen-Rossharnisch;Barde de Léviathan;リヴァイアサン・バード
7559;Plush Cushion;Sitzkissen;Coussin moelleux;ふかふかクッション
7564;Baby Opo-opo;Stoff-Opo-Opo;Bébé opo-opo;ベイビーオポオポ
7566;Minute Mindflayer;Mini-Gedankenschinder;Gentil flagelleur;カインドフレア
7567;Tight-beaked Parrot;Schnatterfauler Kolibri;Perroquet taciturne;アントーキング・コリブリ
7568;Magic Broom;Emsiger Besen;Balai enchanté;マメット・ブルーム
7570;Steamed Catfish;Gedünsteter Katfisch;Poisson-chat vapeur;ナマズのワイン蒸
7571;Popoto Pancakes;Toffelpuffer;Crique;ポポトパンケーキ
7572;Roast Canard;Röstente;Canard à l'orange;ローストカナール
7573;Sachertorte;Sachertorte;Sachertorte;ザッハトルテ
7574;Chilled Popoto Soup;Kalte Toffelsuppe;Soupe de popotos glacée;冷製ポポトスープ
7575;Spinach Quiche;Spinat-Quiche;Quiche aux épinards;スピナッチキッシュ
7579;Mossy Stone Sword;Moosiges Steinschwert;Épée en pierre moussue;苔むした石剣
7580;Mossy Stone Axe;Moosige Steinaxt;Hache en pierre moussue;苔むした石斧
7581;Mossy Stone Claws;Moosige Steinklauen;Paire de griffes en pierre moussue;苔むした石爪
7582;Mossy Stone Spear;Moosiger Steinspeer;Lance en pierre moussue;苔むした石槍
7583;Mossy Stone Bow;Moosiger Steinbogen;Arc en pierre moussu;苔むした石弓
7584;Mossy Stone Staff;Moosiger Steinstab;Bâton en pierre moussu;苔むした石杖
7585;Mossy Stone Rod;Moosige Steinrute;Sceptre en pierre moussu;苔むした石棒
7586;Weathered Tome;Verschlissener Foliant;Grimoire délavé;色あせた古書
7587;Faded Tome;Ausgeblichener Foliant;Grimoire décoloré;色あせた稀書
7588;Ferberite;Ferberit;Minerai de ferbérite;鉄重石
7589;Native Gold;Naturgold;Pépite d'or natif;自然金
7590;Scarlet Sap;Rotharz;Sève écarlate;緋樹液
7591;Shroud Tea Leaves;Gridanische Teeblätter;Feuilles de thé de Tinolqa;ティノルカ茶葉
7592;Apricot;Aprikose;Abricot;アプリコット
7593;La Noscean Leek;La Noscea-Porree;Poireau noscéen;ラノシアリーキ
7594;Young Cieldalaes Spinach;Junger Cieldaläen-Spinat;Jeunes épinards des Cieldalaes;ソフトスピナッチ
7595;Blood Orange;Blutorange;Orange sanguine;ブラッドオレンジ
7596;Petrified Log;Silifizierter Stamm;Rondin pétrifié;珪化木
7597;Scheelite;Scheelit;Minerai de scheelite;灰重石
7598;Raziqsand;Raziq-Sand;Sable de Raziq;アブダルラジクの霊砂
7599;Saurian Skin;Echsenhaut;Peau de saurien;ソーリアンの粗皮
7600;Cashmere Fleece;Kaschmir-Vlies;Toison de cachemire;カシミヤフリース
7601;Emery;Schmirgel;Émeri;金剛砂
7602;Star Anise;Sternanis;Anis étoilé;スターアニス
7603;Dalamud Popoto;Dalamud-Toffel;Popoto de Dalamud;ダラガブポポト
7604;Royal Kukuru Bean;Kukuru-Bohnen Royale;Fève kukuru royale;ロイヤルククルビーン
7605;Canard Breast;Entenbrust;Magret de canard;マグレカナールの胸肉
7606;Ancient Lumber;Götterholz;Madrier de morta;神代木
7607;Wolfram Ingot;Wolfram;Lingot de tungstène;ウォルフラムインゴット
7608;Saurian Leather;Echsenleder;Cuir de saurien;ソーリアンレザー
7609;Cashmere Cloth;Kaschmir;Étoffe de cachemire;カシミヤ織物
7620;Diluted Vitriol;Verdünnte Schwefelsäure;Vitriol dilué;希硫酸
7621;Glamour Dispeller;Entprojizierungskristall;Dissipateur de mirage;ミラージュディスペラー
7671;Clear Prism;Naturreines Prisma;Prisme incolore;クリアプリズム
7678;Zalera;Zalhera;Zaléra;ザルエラ
7679;Beguiler Chub;Trick-Star;Chevesne narquois;トリックスター
7680;Oschon's Print;Oschons Mal;Flet d'Oschon;オシュオンプリント
7681;Caterwauler;Kreisch-Katfisch;Bagre hurleur;オオゴエナマズ
7682;Crystal Perch;Kristallbarsch;Perche de cristal;クリスタルパーチ
7683;Moldva;Moldva;Moldva;モルバ
7684;Junkmonger;Firlflossler;Baudroie éboueuse;ジャンクモンガー
7685;Goldenfin;Goldflosse;Papillon d'or;ゴールデンフィン
7686;Gigantshark;Gigahai;Giga requin;ギガシャーク
7687;Armorer;Panzerschuppe;Conquedure;スケーリーフット
7688;Great Gudgeon;Großer Gründling;Goujon espion;スナガクレ
7689;Dark Knight;Dunkler Ritter;Chevalier noir;ダークナイト
7691;Sabertooth Cod;Säbelzahndorsch;Morue à dents de sabre;サーベルタイガーコッド
7692;Dream Goby;Traumgrundel;Gobie de rêve;ドリームゴビー
7694;Dark Ambusher;Schlummerdieb;Gobie assassin;ダークアンブッシャー
7695;Judgeray;Judikar;Raie juge;ジャッジレイ
7696;Bloody Brewer;Blutbrauer;Pipira sanguinaire;ブラッディブルワー
7697;Faerie Queen;Feenkönigin;Reine des fées;フェアリークィーン
7698;Slime King;Glibberkönig;Roi gluant;ヌルヌルキング
5112;Limonite;Brauneisenstein;Minerai de limonite;褐鉄鉱
5113;Silver Ore;Silbererz;Minerai d'argent;銀鉱
5114;Mythril Ore;Mithrilerz;Minerai de mithril;霊銀鉱
5115;Electrum Ore;Elektrumerz;Minerai d'électrum;青金鉱
5116;Cobalt Ore;Koboldeisenerz;Minerai de cobalt;鏡鉄鉱
5117;Light Kidney Ore;Hämatit;Minerai d'hématite;赤鉄鉱
5118;Gold Ore;Golderz;Minerai d'or;金鉱
5119;Peacock Ore;Pfauen-Erz;Minerai de bornite;斑銅鉱
5120;Platinum Ore;Platinerz;Minerai de platine;白金鉱
5121;Darksteel Ore;Dunkelstahlerz;Minerai de sombracier;闇鉄鉱
5123;Flint Stone;Feuerstein;Silex;火打石
5124;Obsidian;Obsidian;Éclat d'obsidienne;黒曜石
5125;Wyvern Obsidian;Wyvern-Obsidian;Éclat d'obsidienne de wyverne;飛竜黒曜石
5126;Dragon Obsidian;Drachen-Obsidian;Éclat d'obsidienne de dragon;大龍黒曜石
5127;Wyrm Obsidian;Lindwurm-Obsidian;Éclat d'obsidienne de wyrm;真龍黒曜石
5128;Raw Sunstone;Roh-Sonnenstein;Pierre de soleil brute;サンストーン原石
5129;Raw Danburite;Roh-Danburit;Danburite brute;ダンビュライト原石
5130;Raw Malachite;Roh-Malachit;Malachite brute;マラカイト原石
5131;Raw Sphene;Roh-Titanit;Sphène brut;スフェーン原石
5132;Raw Fluorite;Roh-Fluorit;Fluorine brute;フローライト原石
5133;Raw Lapis Lazuli;Roh-Lapislazuli;Lapis-lazuli brut;ラピスラズリ原石
5134;Raw Garnet;Roh-Granat;Grenat brut;ガーネット原石
5135;Raw Goshenite;Roh-Goshenit;Goshénite brute;ゴシェナイト原石
5136;Raw Peridot;Roh-Peridot;Péridot brut;ペリドット原石
5137;Raw Heliodor;Roh-Goldberyll;Héliodore brut;ヘリオドール原石
5138;Raw Amethyst;Roh-Amethyst;Améthyste brute;アメジスト原石
5139;Raw Aquamarine;Roh-Aquamarin;Aigue-marine brute;アクアマリン原石
5140;Raw Rubellite;Roh-Rubellit;Rubellite brute;ルベライト原石
5141;Raw Zircon;Roh-Zirkon;Zircon brut;ジルコン原石
5142;Raw Tourmaline;Roh-Turmalin;Tourmaline brute;トルマリン原石
5143;Raw Amber;Roh-Bernstein;Ambre brut;アンバー原石
5144;Raw Spinel;Roh-Spinell;Spinelle brut;スピネル原石
17114;Rathefrost Painting;Gemälde „Früher Frost“;Hâtegel;風景画:早霜峠
17115;Keeper of the Lake Painting;Gemälde „Hüter des Sees“;Le Gardien du lac;風景画:黙約の塔
17116;La Thagran Checkpoint Watercolor Painting;Aquarell „La Thagran-Grenzposten“;Le poste de la Thagran (aquarelle);水彩画:ラザグラン関門
17117;Mark of the Twelve Illustration;Illustration „Monument der Zwölf“;La stèle de Nymeia (pochade);イラスト画:十二神石碑
17118;Sahagin Landbase Oil Painting;Ölgemälde „Sahagin-Feldlager“;Le campement sahuagin (huile);油彩画:サハギン軍陣営
17119;Isles of Umbra Oil Painting;Ölgemälde „Phantominseln“;Les îles d'Ombra (huile);油彩画:幻影諸島
17120;Jijiroon's Trading Post Painting;Gemälde „Jijiroons Handelsposten“;Le comptoir de Jijiroon;風景画:ジジルン交易商店
17121;Gabineaux's Bower Oil Painting;Ölgemälde „Gabineauxs Laube“;La cabane de Gabineaux (huile);油彩画:ガビノー親方の小屋
17122;Hanging Barbs Watercolor Painting;Aquarell „Die hängenden Gärten“;Les Piques pendues (aquarelle);水彩画:ハンギングバーブ
17123;Buscarron's Druthers Illustration;Illustration „Buscarrons Horst“;Le Choix de Buscarron (pochade);イラスト画:バスカロンドラザーズ
17124;Ixali Logging Grounds Oil Painting;Ölgemälde „Ixal-Kahlhieb“;Le site de déboisement ixal (huile);油彩画:イクサル軍伐採所
17125;Hyrstmill Watercolor Painting;Aquarell „Mühlenhain“;Le Moulin des Bois (aquarelle);水彩画:ハーストミル
17126;Silver Bazaar Oil Painting;Ölgemälde „Silberbasar“;Le Bazar argenté (huile);油彩画:シルバーバザー
17127;Coffer & Coffin Oil Painting;Ölgemälde „Würfel & Becher“;Le Coffre et le Cercueil (huile);油彩画:コッファー＆コフィン
17128;Bonfire Watercolor Painting;Aquarell „Der Feuerhügel“;Les Fumerolles (aquarelle);水彩画:狼煙の丘
17129;Burgundy Falls Illustration;Illustration „Rothfall“;Le Mur incandescent (pochade);イラスト画:バーガンディ滝
17130;Sunken Temple of Qarn Oil Painting;Ölgemälde „Versunkener Tempel von Qarn“;Le Temple enseveli de Qarn (huile);油彩画:カルン埋没寺院
17131;Natalan Illustration;Illustration „Natalan“;Natalan (pochade);イラスト画:ナタラン入植地
17132;Whitebrim Front Oil Painting;Ölgemälde „Weißenfels-Front“;Le poste de L'Arête blanche (huile);油彩画:ホワイトブリム前哨地
17133;Crystal Tower Illustration;Illustration „Kristallturm“;La Tour de Cristal (pochade);イラスト画:クリスタルタワー
17134;Tangle Oil Painting;Ölgemälde „Der Schlingwald“;L'Enchevêtrement (huile);油彩画:タングル湿林
17135;Singing Shards Watercolor Painting;Aquarell „Singende Scherben“;Pierrechantantes (aquarelle);水彩画:唄う裂谷
17136;Jijiroon's Trading Post Illustration;Illustration „Jijiroons Handelsposten“;Le comptoir de Jijiroon (pochade);イラスト画:ジジルン交易商店
17306;Sky Rat Mask of Fending;Himmelsratten-Maske der Verteidigung;Masque de protecteur de rat des cieux;スカイラット・ディフェンダーマスク
17307;Sky Rat Harness of Fending;Himmelsratten-Gurtzeug der Verteidigung;Harnais de protecteur de rat des cieux;スカイラット・ディフェンダーハーネス
17308;Sky Rat Hook of Fending;Himmelsratten-Enterhaken der Verteidigung;Gants à tranchant de protecteur de rat des cieux;スカイラット・ディフェンダーフック
17309;Sky Rat Breeches of Fending;Himmelsratten-Reiterhose der Verteidigung;Braies de protecteur de rat des cieux;スカイラット・ディフェンダーブリーチ
